ID,NPC,Type,Target,FromPhase,ToPhase,Text,특이사항
NPC_356,히아신스,,,2,2,"""로즈는 이 현상에 대해 남부 학회에 자문을 구하러 간다고 했어요.""",
NPC_357,히아신스,,,2,2,"""그 뒤로 연락이 끊겼고요.""",
NPC_358,히아신스,,,2,2,"""그녀의 기억을 찾아보려 해도….""",
NPC_359,히아신스,,,2,2,"""끝없이 밝은 빛만 가득할 뿐, 그 어느 것도 보이질 않아요.""",
NPC_360,히아신스,,,2,2,"""아스포델과는 다른 기척이에요.. 아니 애초에 저희와는 근본적으로 다른..""",
NPC_361,히아신스,,,2,2,"""이질감… 빛 너머에 누군가 있어요.""",
NPC_362,히아신스,,,2,2,"""지금까지 당신이 경험한 자들과는 다른...""",
NPC_363,히아신스,,,2,2,"""저는 아직…. 저것을 무엇이라고 불러야 하는지도 모르겠어요.""",
NPC_364,히아신스,,,2,2,"""그 존재가 무엇인지 알아봐야겠어요.""",
NPC_365,히아신스,,,2,2,"""적어도….. 그 귀를 막을 수 있다면…""",
NPC_366,히아신스,,,2,2,"""…..""",
NPC_367,히아신스,,,2,2,"""그리고 한 가지.""",
NPC_368,히아신스,,,2,2,"""이 이야기는 입 밖에 내지 말아주세요.""",
NPC_369,히아신스,,,2,2,"""지금도 듣고 있을지 모르니까요.""",
NPC_370,히아신스,,,2,2,(그녀가 적은 글은 여기서 멈추었다.),
NPC_371,히아신스,,,2,2,….,다시 재생
NPC_372,히아신스,,,2,2,혹시나 다시 만나게 된다면..,
NPC_373,히아신스,,,2,2,아스포델' 에 대한 이야기를 더 하는걸로 해요.,
NPC_374,히아신스,Memory,공통,0,2,그 기억으로 하실건가요?,
NPC_375,히아신스,Exit,,0,2,조심히 가세요.,
NPC_376,아스포델,Welcome,,0,0,오셨군요.,
NPC_377,아스포델,,,0,0,이번에는 무슨 일을 해내셨는지 보겠습니다.,
NPC_378,아스포델,,,0,0,…..,
NPC_379,아스포델,,,0,0,보다 열심히 움직이셔야 합니다.,
NPC_380,아스포델,,,0,0,저도 도와드리고 싶지만..,
NPC_381,아스포델,,,0,0,"뭐, 꼴이 이 모양이라.. 하하..",
NPC_382,아스포델,,,1,1,수고하셨습니다.,
NPC_383,아스포델,,,1,1,아직 끝내지 못한 일이 남아있는겁니까?,
NPC_384,아스포델,,,1,1,….,
NPC_385,아스포델,,,1,1,저는 당신이 충분히 할 일을 마쳤다고 생각합니다.,
NPC_386,아스포델,,,1,1,가끔은... 쉬는 것도 좋다고 생각합니다.,
NPC_387,아스포델,Question,너는 누구야?,0,0,아스포델. 사신입니다.,
NPC_388,아스포델,,,0,0,제 이야기보단 저희의 '임무' 이야기를 하는게 더 좋아 보이네요.,
NPC_389,아스포델,,여긴 어디야?,0,0,상부에서 당신의 임무에 일종의 가이드라인을 주셨습니다.,
NPC_390,아스포델,,,0,0,"뭐, 꼭 하셔야 할 건 아니지만.",
NPC_391,아스포델,,,0,0,가끔 무얼 해야 할 지 모르겠다면 찾아오시죠.,
NPC_392,아스포델,,,0,0,알려드리겠습니다.,
NPC_393,아스포델,,릴리,1,1,소중한 녀석입니다.,
NPC_394,아스포델,,,1,1,…..,
NPC_395,아스포델,,,1,1,(아스포델은 무언갈 생각하고 있다.),
NPC_396,아스포델,,오키드,1,1,동기입니다.,
NPC_397,아스포델,,,1,1,"뭐, 동기 치곤 너무 잘 나갔던 분이죠.",
NPC_398,아스포델,Achievements,서막(완료 전),0,2,문'이라… 제가 현장직에 있었을 때가 생각나네요.,
NPC_399,아스포델,,서막(완료 후),0,2,어떠셨습니까?,
NPC_400,아스포델,,견습 사신(완료 전),0,2,첫 전투는 항상 긴장되는 법. 실수하지 마시길.,
NPC_401,아스포델,,견습 사신(완료 후),0,2,수고하셨습니다.,
NPC_402,아스포델,,영혼 수집가(완료 전),0,2,수집'과 '소모'는 명백히 다르다고 생각합니다.,
NPC_403,아스포델,,영혼 수집가(완료 후),0,2,일종의 페이백 이벤트인가요.,
NPC_404,아스포델,,영혼 부자(완료 전),0,2,기대하시는 표정이신데…,
NPC_405,아스포델,,영혼 부자(완료 후),0,2,(시선을 돌린다.) 크흠.,
NPC_406,아스포델,,반가운 얼굴(완료 전),0,2,….,
NPC_407,아스포델,,반가운 얼굴(완료 후),0,2,…. 잘 지내고 있었습니까?,
NPC_408,아스포델,,인형은 팔지 않습니다.(완료 전),0,2,….,
NPC_409,아스포델,,인형은 팔지 않습니다.(완료 후),0,2,…. 전 인형은 질색입니다.,
NPC_410,아스포델,,인간의 의지(완료 전),0,2,조심하세요.,
NPC_411,아스포델,,인간의 의지(완료 후),0,2,이번 경험으로 같은 실수를 반복하지 않게 된다면… 그걸로 만족합니다.,
NPC_412,아스포델,,베테랑 사신(완료 전),0,2,베테랑이라…,
NPC_413,아스포델,,베테랑 사신(완료 후),0,2,당신과 같이 임무를 수행할 날을 기대하고 있습니다. 현장에서요.,
NPC_414,아스포델,,전설(완료 전),0,2,제 동기가 생각나네요.,
NPC_415,아스포델,,전설(완료 후),0,2,가서 자랑하셔도 됩니다.,
NPC_416,아스포델,,아 누르지 말 걸(완료 전),0,2,이걸 읽고도 만약 완료하신다면… 단순한 실수는 아니겠네요.,
NPC_417,아스포델,,아 누르지 말 걸(완료 후),0,2,진심입니까.,
NPC_418,아스포델,,죽음 앞에서도 당당하리라완료 전),0,2,죽음이 사라진 뒤에도 대성당의 기도는 계속되고 있습니다.,
NPC_419,아스포델,,죽음 앞에서도 당당하리라(완료 후),0,2,"죽음이 돌아왔으니, 그들의 기도도 다시 달라지겠군요.",
NPC_420,아스포델,,가지지 못한 것(완료 전),0,2,아직도 자신의 자리를 지키고 있는 귀족이 있다더군요.,
NPC_421,아스포델,,가지지 못한 것(완료 후),0,2,영원히 가진다는 것도 그리 좋은 일만은 아닌 모양입니다.,
NPC_422,아스포델,,훈련 종료(완료 전),0,2,연병장에 아직도 훈련을 계속하는 분이 계시다더군요.,
NPC_423,아스포델,,훈련 종료(완료 후),0,2,그분에게도 이제 조금은 쉴 시간이 생겼겠군요.,
NPC_424,아스포델,,늑대 길들이기(완료 전),0,2,왕실 지하실에 정체 모를 짐승이 돌아다닌다는군요.,
NPC_425,아스포델,,늑대 길들이기(완료 후),0,2,그 모습으로도 계속 살아있었다니… 참 잔인한 일이군요.,
NPC_426,아스포델,,적고 또 적고완료 전),0,2,왕립 기록원에 가보셨습니까? 흥미로운 기록이 많을 겁니다.,
NPC_427,아스포델,,적고 또 적고(완료 후),0,2,기록을 지키던 자까지 하나의 기록이 되어버렸군요.,
NPC_428,아스포델,,혼자가 아니야(완료 전),0,2,폐쇄된 연구소에는 아직 실패작 하나가 남아 있다고 합니다.,
NPC_429,아스포델,,혼자가 아니야(완료 후),0,2,영원을 바라던 연구의 결말치고는… 참 기묘하군요.,
NPC_430,아스포델,,익숙한 것(완료 전),0,2,왕국에 사신의 문을 닮은 무언가가 있다고 합니다.,
NPC_431,아스포델,,익숙한 것(완료 후),0,2,……정말로 만들어냈군요. 인간의 손으로.,
NPC_432,아스포델,,운명(완료 전),0,2,응원합니다.,
NPC_433,아스포델,,운명(완료 후),0,2,어떠셨나요?,
NPC_434,아스포델,,해방(완료 전),0,2,"멀고도 먼 목표지만, 언젠가는 이룰 수 있을 겁니다.",
NPC_435,아스포델,,해방(완료 후),0,2,수고하셨습니다.,
NPC_436,아스포델,,있어야 할 곳(완료 전),0,2,….,
NPC_437,아스포델,,있어야 할 곳(완료 후),0,2,정말로... 수고하셨습니다.,
NPC_438,아스포델,,사소한 실수(완료 전),0,2,(불편해 보인다.),
NPC_439,아스포델,,사소한 실수(완료 후),0,2,....,
NPC_440,아스포델,,꼬까옷(완료 전),0,2,"허, 그렇게 잘 나가시던 분이 옷가게라니… ",
NPC_441,아스포델,,꼬까옷(완료 후),0,2,말은 그렇게 했지만 그래도 제 친구입니다.,
NPC_442,아스포델,,흥얼흥얼(완료 전),0,2,가끔은 하지 않아도 될 일이 있습니다.,
NPC_443,아스포델,,흥얼흥얼(완료 후),0,2,재미있으셨나요?,
NPC_444,아스포델,,과거를 보는 자(완료 전),0,2,….,
NPC_445,아스포델,,과거를 보는 자(완료 후),0,2,뭐.. 소감은 묻지 않겠습니다.,
NPC_446,아스포델,,지시를 내려주세요(완료 전),0,2,이 업적은 굳이 완료 안 하셔도 될 듯 합니다.,
NPC_447,아스포델,,지시를 내려주세요(완료 후),0,2,진짜 가만히 계셨다고요? ,
NPC_448,아스포델,,잭팟(완료 전),0,2,재밌네요.,
NPC_449,아스포델,,잭팟(완료 후),0,2,너무 운에 의존하시진 마세요.,
NPC_450,아스포델,,실직자(완료 전),0,2,예… 뭐 권장은 하지 않습니다.,
NPC_451,아스포델,,실직자(완료 후),0,2,그 녀석의 표정이 궁금하네요.,
NPC_452,아스포델,,탐욕스러운 자(완료 전),0,2,….,
NPC_453,아스포델,,탐욕스러운 자(완료 후),0,2,,"(엔딩 2가 바로 재생되므로, 해당 NPC가 교체되기 떄문에 별도의 대사 없음)"
NPC_454,아스포델,,그 날(완료 전),0,2,죽음이 사라진 그 날이라…. 저 또한 궁금합니다.,
NPC_455,아스포델,,그 날(완료 후),0,2,,"(엔딩 2가 바로 재생되므로, 해당 NPC가 교체되기 떄문에 별도의 대사 없음)"
NPC_456,아스포델,Exit,,0,2,…. 응원합니다.,
NPC_457,유,Welcome,,2,2,….,
NPC_458,유,,,2,2,안녕.,
NPC_459,유,,,2,2,너구나.,
NPC_460,유,,,2,2,하고 싶은 이야기 있어?,
NPC_461,유,,,2,2,천천히 말해봐.,
NPC_462,유,,,2,2,시간은 충분하니까.,
NPC_463,유,Question,너는 누구야?,2,2,"최고위 사신, 죽음, 끝을 지켜보는 자.",
NPC_464,유,,,2,2,….,
NPC_465,유,,,2,2,지금은 일개 사신 '유' 야. 잘 부탁해,
NPC_466,유,,아스포델,2,2,오로지 그의 탓만 할 순 없다고 생각해.,
NPC_467,유,,,2,2,그렇다고 용서는 하지 않아.,
NPC_468,유,,,2,2,더 하고 싶은 이야기는 많지만…,
NPC_469,유,,,2,2,가끔은 안 하는게 좋을 떄도 있어.,
NPC_470,유,,여긴….,2,2,"음, 좀 이상하지?",
NPC_471,유,,,2,2,다들 내일을 기약하지만..,
NPC_472,유,,,2,2,정작 내일은 오지 않아.,
NPC_473,유,,,2,2,"너가 정말로 오늘의 이야기를 마무리 짓고자 할 때,",
NPC_474,유,,,2,2,내일은 비로소 찾아올거야.,
NPC_475,유,,,2,2,난 너가 마무리를 짓기 전까지…,
NPC_476,유,,,2,2,이 곳의 사람들의 이야기를 더 들을 수 있도록…,
NPC_477,유,,,2,2,잠시 멈춰 놓은 것 뿐이야.,
NPC_478,유,,,2,2,충분하다 생각이 들 때면…,
NPC_479,유,,,2,2,여기를... 떠나도 좋아.,
NPC_480,유,,(빛에 대한 이야기),2,2,(당신은 그녀가 적은 종이를 조심히 꺼내었다.),히아신스와 '앞으로' 대화를 마친다 (조건)
NPC_481,유,,,2,2,(그녀가 당신을 바라본다.),
NPC_482,유,,,2,2,…..,
NPC_483,유,,,2,2,"(당신이 그 종이를 채 펼치기도 전에, 그녀는 당신의 손을 잡고…)",
NPC_484,유,,,2,2,(그 종이를 당신의 품으로 다시 넣었다.),
NPC_485,유,,(빛에 대한 이야기) 선택지를 10번 반복했을 때.,2,2,….,
NPC_486,유,,,2,2,(그녀가 가까이 다가온다.),화면 암전. 텍스트 정 중앙에서 출력
NPC_487,유,,,2,2,(그녀가 귀에 대고 무언갈 말하기 시작한다.),
NPC_488,유,,,2,2,(속삭이며) 몰랐구나. ,
NPC_489,유,,,2,2,귀를 막는걸로는 턱없이 부족하다는걸.,
NPC_490,유,,,2,2,...,"해당 선택지 비활성화) 및 암전 해제, 텍스트 출력 위치 원래대로"
NPC_491,유,Achievements,WISH & GRID(완료 전),2,2,….,
NPC_492,유,,WISH & GRID(완료 후),2,2,더 이상 미련은 남지 않겠구나.,
NPC_493,유,,필연(완료 전),2,2,….,
NPC_494,유,,필연(완료 후),2,2,.... ,
NPC_495,유,,(나머지 업적들)(완료 전),2,2,놓친게 있나 보네.,
NPC_496,유,,(나머지 업적들)(완료 후),2,2,(당신을 흐뭇하게 쳐다본다.),
